(`id`, `poke_id`, `alt_id`, `poke_name`, `alter_poke_name`, `scyther_name`, `pokeapi_id`, `hp`, `attack`, `defense`, `spatk`, `spdef`, `speed`, `male`, `female`, `genderless`, `type_1`, `type_2`, `ability_1`, `ability_2`, `hidden_ability`, `classification`, `height`, `weight`, `capture_rate`, `base_egg_steps`, `base_happiness`, `ev`, `egg_group_1`, `egg_group_2`, `female_spec_sprite`, `female_spec_icon`, `platform`, `evo_level`, `canon`) VALUES
(1, 1, 0, 'Bulbasaur', '', 'Bulbasaur ', '', 45, 49, 49, 65, 65, 45, 88, 12, 0, 'Grass', 'Poison', 'Overgrow', 'None', 'Chlorophyll', 'Seed', '7', '69', 45, '5355', 70, '0,0,0,1,0,0', 'Plant', 'Monster', NULL, NULL, 20, 16, 'canon'),
(84, 66, 0, 'Machop', '', 'Machop ', '', 70, 80, 50, 35, 35, 35, 75, 25, 0, 'Fighting', 'None', 'Guts', 'No Guard', 'Steadfast', 'Superpower', '8', '195', 180, '5355', 70, '0,1,0,0,0,0', 'Human-like', 'None', NULL, NULL, 10, 28, 'canon'),
(85, 67, 0, 'Machoke', '', 'Machoke ', '', 80, 100, 70, 50, 60, 45, 75, 25, 0, 'Fighting', 'None', 'Guts', 'No Guard', 'Steadfast', 'Superpower', '15', '705', 90, '5355', 70, '0,2,0,0,0,0', 'Human-like', 'None', NULL, NULL, 1, 0, 'canon'),
(86, 68, 0, 'Machamp', '', 'Machamp ', '', 90, 130, 80, 65, 85, 55, 75, 25, 0, 'Fighting', 'None', 'Guts', 'No Guard', 'Steadfast', 'Superpower', '16', '1300', 45, '5355', 70, '0,3,0,0,0,0', 'Human-like', 'None', NULL, NULL, 0, 0, 'canon'),
(87, 69, 0, 'Bellsprout', '', 'Bellsprout ', '', 50, 75, 35, 70, 30, 40, 50, 50, 0, 'Grass', 'Poison', 'Chlorophyll', 'None', 'Gluttony', 'Flower', '7', '40', 255, '5355', 70, '0,1,0,0,0,0', 'Plant', 'None', NULL, NULL, 13, 21, 'canon'),
(88, 70, 0, 'Weepinbell', '', 'Weepinbell ', '', 65, 90, 50, 85, 45, 55, 50, 50, 0, 'Grass', 'Poison', 'Chlorophyll', 'None', 'Gluttony', 'Flycatcher', '10', '64', 120, '5355', 70, '0,2,0,0,0,0', 'Plant', 'None', NULL, NULL, 15, 0, 'canon'),
(89, 71, 0, 'Victreebel', '', 'Victreebel ', '', 80, 105, 65, 100, 70, 70, 50, 50, 0, 'Grass', 'Poison', 'Chlorophyll', 'None', 'Gluttony', 'Flycatcher', '17', '155', 45, '5355', 70, '0,3,0,0,0,0', 'Plant', 'None', NULL, NULL, -2, 0, 'canon'),
(90, 72, 0, 'Tentacool', '', 'Tentacool ', '', 40, 40, 35, 50, 100, 70, 50, 50, 0, 'Water', 'Poison', 'Clear Body', 'Liquid Ooze', 'Rain Dish', 'Jellyfish', '9', '455', 190, '5355', 70, '0,0,0,0,1,0', 'Water3', 'None', NULL, NULL, 8, 30, 'canon'),
(91, 73, 0, 'Tentacruel', '', 'Tentacruel ', '', 80, 70, 65, 80, 120, 100, 50, 50, 0, 'Water', 'Poison', 'Clear Body', 'Liquid Ooze', 'Rain Dish', 'Jellyfish', '16', '550', 60, '5355', 70, '0,0,0,0,2,0', 'Water3', 'None', NULL, NULL, 1, 0, 'canon'),
(92, 74, 1, 'Geodude', '(Alola)', 'Geodude (Alola)', '', 40, 80, 100, 30, 30, 20, 50, 50, 0, 'Rock', 'Electric', 'Magnet Pull', 'Sturdy', 'None', 'Rock', '4', '203', 255, '4080', 70, '0,0,1,0,0,0', 'Mineral', 'None', NULL, NULL, -14, 25, 'canon'),
(93, 74, 0, 'Geodude', '', 'Geodude ', '', 40, 80, 100, 30, 30, 20, 50, 50, 0, 'Rock', 'Ground', 'Rock Head', 'Sturdy', 'Sand Veil', 'Rock', '4', '200', 255, '4080', 70, '0,0,1,0,0,0', 'Mineral', 'None', NULL, NULL, 24, 25, 'canon'),
(94, 75, 1, 'Graveler', '(Alola)', 'Graveler (Alola)', '', 55, 95, 115, 45, 45, 35, 50, 50, 0, 'Rock', 'Electric', 'Magnet Pull', 'Sturdy', 'None', 'Rock', '10', '1100', 120, '4080', 70, '0,0,2,0,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(95, 75, 0, 'Graveler', '', 'Graveler ', '', 55, 95, 115, 45, 45, 35, 50, 50, 0, 'Rock', 'Ground', 'Rock Head', 'Sturdy', 'Sand Veil', 'Rock', '10', '1050', 120, '4080', 70, '0,0,2,0,0,0', 'Mineral', 'None', NULL, NULL, 13, 0, 'canon'),
(96, 76, 1, 'Golem', '(Alola)', 'Golem (Alola)', '', 80, 120, 130, 55, 65, 45, 50, 50, 0, 'Rock', 'Electric', 'Magnet Pull', 'Sturdy', 'None', 'Megaton', '17', '3160', 45, '4080', 70, '0,0,3,0,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(97, 76, 0, 'Golem', '', 'Golem ', '', 80, 120, 130, 55, 65, 45, 50, 50, 0, 'Rock', 'Ground', 'Rock Head', 'Sturdy', 'Sand Veil', 'Megaton', '14', '3000', 45, '4080', 70, '0,0,3,0,0,0', 'Mineral', 'None', NULL, NULL, 4, 0, 'canon'),
(98, 77, 0, 'Ponyta', '', 'Ponyta ', '', 50, 85, 55, 65, 65, 90, 50, 50, 0, 'Fire', 'None', 'Run Away', 'Flash Fire', 'Flame Body', 'Fire Horse', '10', '300', 190, '5355', 70, '0,0,0,0,0,1', 'Ground', 'None', NULL, NULL, 6, 40, 'canon'),
(99, 78, 0, 'Rapidash', '', 'Rapidash ', '', 65, 100, 70, 80, 80, 105, 50, 50, 0, 'Fire', 'None', 'Run Away', 'Flash Fire', 'Flame Body', 'Fire Horse', '17', '950', 60, '5355', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, -3, 0, 'canon'),
(100, 79, 0, 'Slowpoke', '', 'Slowpoke ', '', 90, 65, 65, 40, 40, 15, 50, 50, 0, 'Water', 'Psychic', 'Oblivious', 'Own Tempo', 'Regenerator', 'Dopey', '12', '360', 190, '5355', 70, '1,0,0,0,0,0', 'Water1', 'Monster', NULL, NULL, 12, 37, 'canon'),
(101, 80, 1, 'Slowbro', '(Mega)', 'Slowbro (Mega)', '', 95, 75, 180, 130, 80, 30, 50, 50, 0, 'Water', 'Psychic', 'Shell Armor', 'None', 'None', 'Hermit Crab', '20', '1200', 75, '5355', 70, '0,0,2,0,0,0', 'Water1', 'Monster', NULL, NULL, -13, 0, 'canon'),
(102, 80, 0, 'Slowbro', '', 'Slowbro ', '', 95, 75, 110, 100, 80, 30, 50, 50, 0, 'Water', 'Psychic', 'Oblivious', 'Own Tempo', 'Regenerator', 'Hermit Crab', '16', '785', 75, '5355', 70, '0,0,2,0,0,0', 'Water1', 'Monster', NULL, NULL, 3, 0, 'canon'),
(103, 81, 0, 'Magnemite', '', 'Magnemite ', '', 25, 35, 70, 95, 55, 45, 0, 0, 100, 'Electric', 'Steel', 'Magnet Pull', 'Sturdy', 'Analytic', 'Magnet', '3', '60', 190, '5355', 70, '0,0,0,1,0,0', 'Mineral', 'None', NULL, NULL, 23, 30, 'canon'),
(104, 82, 0, 'Magneton', '', 'Magneton ', '', 50, 60, 95, 120, 70, 70, 0, 0, 100, 'Electric', 'Steel', 'Magnet Pull', 'Sturdy', 'Analytic', 'Magnet', '10', '600', 60, '5355', 70, '0,0,0,2,0,0', 'Mineral', 'None', NULL, NULL, 10, 0, 'canon'),
(105, 83, 0, 'Farfetch&#8217;d', '', 'Farfetch&#8217;d ', '', 52, 90, 55, 58, 62, 60, 50, 50, 0, 'Normal', 'Flying', 'Keen Eye', 'Inner Focus', 'Defiant', 'Wild Duck', '8', '150', 45, '5355', 70, '0,1,0,0,0,0', 'Ground', 'Flying', NULL, NULL, 9, 0, 'canon'),
(106, 84, 0, 'Doduo', '', 'Doduo ', '', 35, 85, 45, 35, 35, 75, 50, 50, 0, 'Normal', 'Flying', 'Run Away', 'Early Bird', 'Tangled Feet', 'Twin Bird', '14', '392', 190, '5355', 70, '0,1,0,0,0,0', 'Flying', 'None', NULL, NULL, 9, 31, 'canon'),
(107, 85, 0, 'Dodrio', '', 'Dodrio ', '', 60, 110, 70, 60, 60, 110, 50, 50, 0, 'Normal', 'Flying', 'Run Away', 'Early Bird', 'Tangled Feet', 'Triple Bird', '18', '852', 45, '5355', 70, '0,2,0,0,0,0', 'Flying', 'None', NULL, NULL, -4, 0, 'canon'),
(108, 86, 0, 'Seel', '', 'Seel ', '', 65, 45, 55, 45, 70, 45, 50, 50, 0, 'Water', 'None', 'Thick Fat', 'Hydration', 'Ice Body', 'Sea Lion', '11', '900', 190, '5355', 70, '0,0,0,0,1,0', 'Ground', 'Water1', NULL, NULL, 11, 34, 'canon'),
(109, 87, 0, 'Dewgong', '', 'Dewgong ', '', 90, 70, 80, 70, 95, 70, 50, 50, 0, 'Water', 'Ice', 'Thick Fat', 'Hydration', 'Ice Body', 'Sea Lion', '17', '1200', 75, '5355', 70, '0,0,0,0,2,0', 'Ground', 'Water1', NULL, NULL, 0, 0, 'canon'),
(110, 88, 1, 'Grimer', '(Alola)', 'Grimer (Alola)', '', 80, 80, 50, 40, 50, 25, 50, 50, 0, 'Poison', 'Dark', 'Poison Touch', 'Gluttony', 'None', 'Sludge', '7', '420', 190, '5355', 70, '1,0,0,0,0,0', 'Indeterminate', 'None', NULL, NULL, -14, 38, 'canon'),
(111, 88, 0, 'Grimer', '', 'Grimer ', '', 80, 80, 50, 40, 50, 25, 50, 50, 0, 'Poison', 'None', 'Stench', 'Sticky Hold', 'Poison Touch', 'Sludge', '9', '300', 190, '5355', 70, '1,0,0,0,0,0', 'Indeterminate', 'None', NULL, NULL, 17, 38, 'canon'),
(112, 89, 1, 'Muk', '(Alola)', 'Muk (Alola)', '', 105, 105, 75, 65, 100, 50, 50, 50, 0, 'Poison', 'Dark', 'Poison Touch', 'Gluttony', 'None', 'Sludge', '10', '520', 75, '5355', 70, '1,1,0,0,0,0', 'Indeterminate', 'None', NULL, NULL, -14, 0, 'canon'),
(113, 89, 0, 'Muk', '', 'Muk ', '', 105, 105, 75, 65, 100, 50, 50, 50, 0, 'Poison', 'None', 'Stench', 'Sticky Hold', 'Poison Touch', 'Sludge', '12', '300', 75, '5355', 70, '1,1,0,0,0,0', 'Indeterminate', 'None', NULL, NULL, 5, 0, 'canon'),
(114, 90, 0, 'Shellder', '', 'Shellder ', '', 30, 65, 100, 45, 25, 40, 50, 50, 0, 'Water', 'None', 'Shell Armor', 'Skill Link', 'Overcoat', 'Bivalve', '3', '40', 190, '5355', 70, '0,0,1,0,0,0', 'Water3', 'None', NULL, NULL, 19, 0, 'canon'),
(115, 91, 0, 'Cloyster', '', 'Cloyster ', '', 50, 95, 180, 85, 45, 70, 50, 50, 0, 'Water', 'Ice', 'Shell Armor', 'Skill Link', 'Overcoat', 'Bivalve', '15', '1325', 60, '5355', 70, '0,0,2,0,0,0', 'Water3', 'None', NULL, NULL, 6, 0, 'canon'),
(116, 92, 0, 'Gastly', '', 'Gastly ', '', 30, 35, 30, 100, 35, 80, 50, 50, 0, 'Ghost', 'Poison', 'Levitate', 'None', 'None', 'Gas', '13', '1', 190, '5355', 70, '0,0,0,1,0,0', 'Indeterminate', 'None', NULL, NULL, 7, 25, 'canon'),
(117, 93, 0, 'Haunter', '', 'Haunter ', '', 45, 50, 45, 115, 55, 95, 50, 50, 0, 'Ghost', 'Poison', 'Levitate', 'None', 'None', 'Gas', '16', '1', 90, '5355', 70, '0,0,0,2,0,0', 'Indeterminate', 'None', NULL, NULL, 14, 0, 'canon'),
(118, 94, 1, 'Gengar', '(Mega)', 'Gengar (Mega)', '', 60, 65, 80, 170, 95, 130, 50, 50, 0, 'Ghost', 'Poison', 'Shadow Tag', 'None', 'None', 'Shadow', '14', '405', 45, '5355', 70, '0,0,0,3,0,0', 'Indeterminate', 'None', NULL, NULL, -14, 0, 'canon'),
(119, 94, 0, 'Gengar', '', 'Gengar ', '', 60, 65, 60, 130, 75, 110, 50, 50, 0, 'Ghost', 'Poison', 'Cursed Body', 'None', 'None', 'Shadow', '15', '405', 45, '5355', 70, '0,0,0,3,0,0', 'Indeterminate', 'None', NULL, NULL, 7, 0, 'canon'),
(120, 95, 0, 'Onix', '', 'Onix ', '', 35, 45, 160, 30, 45, 70, 50, 50, 0, 'Rock', 'Ground', 'Rock Head', 'Sturdy', 'Weak Armor', 'Rock Snake', '88', '2100', 45, '6630', 70, '0,0,1,0,0,0', 'Mineral', 'None', NULL, NULL, -1, 0, 'canon'),
(121, 96, 0, 'Drowzee', '', 'Drowzee ', '', 60, 48, 45, 43, 90, 42, 50, 50, 0, 'Psychic', 'None', 'Insomnia', 'Forewarn', 'Inner Focus', 'Hypnosis', '10', '324', 190, '5355', 70, '0,0,0,0,1,0', 'Human-like', 'None', NULL, NULL, 9, 26, 'canon'),
(122, 97, 0, 'Hypno', '', 'Hypno ', '', 85, 73, 70, 73, 115, 67, 50, 50, 0, 'Psychic', 'None', 'Insomnia', 'Forewarn', 'Inner Focus', 'Hypnosis', '16', '756', 75, '5355', 70, '0,0,0,0,2,0', 'Human-like', 'None', NULL, NULL, 6, 0, 'canon'),
(123, 98, 0, 'Krabby', '', 'Krabby ', '', 30, 105, 90, 25, 25, 50, 50, 50, 0, 'Water', 'None', 'Hyper Cutter', 'Shell Armor', 'Sheer Force', 'River Crab', '4', '65', 225, '5355', 70, '0,1,0,0,0,0', 'Water3', 'None', NULL, NULL, 14, 28, 'canon'),
(124, 99, 0, 'Kingler', '', 'Kingler ', '', 55, 130, 115, 50, 50, 75, 50, 50, 0, 'Water', 'None', 'Hyper Cutter', 'Shell Armor', 'Sheer Force', 'Pincer', '13', '600', 60, '5355', 70, '0,2,0,0,0,0', 'Water3', 'None', NULL, NULL, 5, 0, 'canon'),
(125, 100, 0, 'Voltorb', '', 'Voltorb ', '', 40, 30, 50, 55, 55, 100, 0, 0, 100, 'Electric', 'None', 'Soundproof', 'Static', 'Aftermath', 'Ball', '5', '104', 190, '5355', 70, '0,0,0,0,0,1', 'Mineral', 'None', NULL, NULL, 20, 30, 'canon'),
(126, 101, 0, 'Electrode', '', 'Electrode ', '', 60, 50, 70, 80, 80, 150, 0, 0, 100, 'Electric', 'None', 'Soundproof', 'Static', 'Aftermath', 'Ball', '12', '666', 60, '5355', 70, '0,0,0,0,0,2', 'Mineral', 'None', NULL, NULL, 12, 0, 'canon'),
(127, 102, 0, 'Exeggcute', '', 'Exeggcute ', '', 60, 40, 80, 60, 45, 40, 50, 50, 0, 'Grass', 'Psychic', 'Chlorophyll', 'None', 'Harvest', 'Egg', '4', '25', 90, '5355', 70, '0,0,1,0,0,0', 'Plant', 'None', NULL, NULL, 17, 0, 'canon'),
(128, 103, 1, 'Exeggutor', '(Alola)', 'Exeggutor (Alola)', '', 95, 105, 85, 125, 75, 45, 50, 50, 0, 'Grass', 'Dragon', 'Frisk', 'None', 'None', 'Coconut', '109', '4156', 45, '5355', 70, '0,0,0,2,0,0', 'Plant', 'None', NULL, NULL, -14, 0, 'canon'),
(129, 103, 0, 'Exeggutor', '', 'Exeggutor ', '', 95, 95, 85, 125, 75, 55, 50, 50, 0, 'Grass', 'Psychic', 'Chlorophyll', 'None', 'Harvest', 'Coconut', '20', '1200', 45, '5355', 70, '0,0,0,2,0,0', 'Plant', 'None', NULL, NULL, -2, 0, 'canon'),
(130, 104, 0, 'Cubone', '', 'Cubone ', '', 50, 50, 95, 40, 50, 35, 50, 50, 0, 'Ground', 'None', 'Rock Head', 'Lightningrod', 'Battle Armor', 'Lonely', '4', '65', 190, '5355', 70, '0,0,1,0,0,0', 'Monster', 'None', NULL, NULL, 17, 28, 'canon'),
(131, 105, 1, 'Marowak', '(Alola)', 'Marowak (Alola)', '', 60, 80, 110, 50, 80, 45, 50, 50, 0, 'Fire', 'Ghost', 'Cursed Body', 'Lightning Rod', 'None', 'Bone Keeper', '10', '340', 75, '5355', 70, '0,0,2,0,0,0', 'Monster', 'None', NULL, NULL, -14, 0, 'canon'),
(132, 105, 0, 'Marowak', '', 'Marowak ', '', 60, 80, 110, 50, 80, 45, 50, 50, 0, 'Ground', 'None', 'Rock Head', 'Lightningrod', 'Battle Armor', 'Bone Keeper', '10', '450', 75, '5355', 70, '0,0,2,0,0,0', 'Monster', 'None', NULL, NULL, 14, 0, 'canon'),
(133, 106, 0, 'Hitmonlee', '', 'Hitmonlee ', '', 50, 120, 53, 35, 110, 87, 100, 0, 0, 'Fighting', 'None', 'Limber', 'Reckless', 'Unburden', 'Kicking', '15', '498', 45, '6630', 70, '0,2,0,0,0,0', 'Human-like', 'None', NULL, NULL, 3, 0, 'canon'),
(134, 107, 0, 'Hitmonchan', '', 'Hitmonchan ', '', 50, 105, 79, 35, 110, 76, 100, 0, 0, 'Fighting', 'None', 'Keen Eye', 'Iron Fist', 'Inner Focus', 'Punching', '14', '502', 45, '6630', 70, '0,0,0,0,2,0', 'Human-like', 'None', NULL, NULL, 6, 0, 'canon'),
(135, 108, 0, 'Lickitung', '', 'Lickitung ', '', 90, 55, 75, 60, 75, 30, 50, 50, 0, 'Normal', 'None', 'Own Tempo', 'Oblivious', 'Cloud Nine', 'Licking', '12', '655', 45, '5355', 70, '2,0,0,0,0,0', 'Monster', 'None', NULL, NULL, 7, 0, 'canon'),
(136, 109, 0, 'Koffing', '', 'Koffing ', '', 40, 65, 95, 60, 45, 35, 50, 50, 0, 'Poison', 'None', 'Levitate', 'None', 'None', 'Poison Gas', '6', '10', 190, '5355', 70, '0,0,1,0,0,0', 'Indeterminate', 'None', NULL, NULL, 9, 35, 'canon'),
(137, 110, 0, 'Weezing', '', 'Weezing ', '', 65, 90, 120, 85, 70, 60, 50, 50, 0, 'Poison', 'None', 'Levitate', 'None', 'None', 'Poison Gas', '12', '95', 60, '5355', 70, '0,0,2,0,0,0', 'Indeterminate', 'None', NULL, NULL, 5, 0, 'canon'),
(138, 111, 0, 'Rhyhorn', '', 'Rhyhorn ', '', 80, 85, 95, 30, 30, 25, 50, 50, 0, 'Ground', 'Rock', 'Lightningrod', 'Rock Head', 'Reckless', 'Spikes', '10', '1150', 120, '5355', 70, '0,0,1,0,0,0', 'Ground', 'Monster', NULL, NULL, 8, 42, 'canon'),
(139, 112, 0, 'Rhydon', '', 'Rhydon ', '', 105, 130, 120, 45, 45, 40, 50, 50, 0, 'Ground', 'Rock', 'Lightningrod', 'Rock Head', 'Reckless', 'Drill', '19', '1200', 60, '5355', 70, '0,2,0,0,0,0', 'Ground', 'Monster', NULL, NULL, 2, 0, 'canon'),
(140, 113, 0, 'Chansey', '', 'Chansey ', '', 250, 5, 5, 35, 105, 50, 0, 100, 0, 'Normal', 'None', 'Natural Cure', 'Serene Grace', 'Healer', 'Egg', '11', '346', 30, '10455', 140, '2,0,0,0,0,0', 'Fairy', 'None', NULL, NULL, 13, 0, 'canon'),
(141, 114, 0, 'Tangela', '', 'Tangela ', '', 65, 55, 115, 100, 40, 60, 50, 50, 0, 'Grass', 'None', 'Chlorophyll', 'Leaf Guard', 'Regenerator', 'Vine', '10', '350', 45, '5355', 70, '0,0,1,0,0,0', 'Plant', 'None', NULL, NULL, 13, 0, 'canon'),
(142, 115, 1, 'Kangaskhan', '(Mega)', 'Kangaskhan (Mega)', '', 105, 125, 100, 60, 100, 100, 0, 100, 0, 'Normal', 'None', 'Parental Bond', 'None', 'None', 'Parent', '22', '1000', 45, '5355', 70, '2,0,0,0,0,0', 'Monster', 'None', NULL, NULL, -14, 0, 'canon'),
(143, 115, 0, 'Kangaskhan', '', 'Kangaskhan ', '', 105, 95, 80, 40, 80, 90, 0, 100, 0, 'Normal', 'None', 'Early Bird', 'Scrappy', 'Inner Focus', 'Parent', '22', '800', 45, '5355', 70, '2,0,0,0,0,0', 'Monster', 'None', NULL, NULL, 3, 0, 'canon'),
(144, 116, 0, 'Horsea', '', 'Horsea ', '', 30, 40, 70, 70, 25, 60, 50, 50, 0, 'Water', 'None', 'Swift Swim', 'Sniper', 'Damp', 'Dragon', '4', '80', 225, '5355', 70, '0,0,0,1,0,0', 'Dragon', 'Water1', NULL, NULL, 17, 32, 'canon'),
(145, 117, 0, 'Seadra', '', 'Seadra ', '', 55, 65, 95, 95, 45, 85, 50, 50, 0, 'Water', 'None', 'Poison Point', 'Sniper', 'Damp', 'Dragon', '12', '250', 75, '5355', 70, '0,0,1,1,0,0', 'Dragon', 'Water1', NULL, NULL, 11, 0, 'canon'),
(146, 118, 0, 'Goldeen', '', 'Goldeen ', '', 45, 67, 60, 35, 50, 63, 50, 50, 0, 'Water', 'None', 'Swift Swim', 'Water Veil', 'Lightningrod', 'Goldfish', '6', '150', 225, '5355', 70, '0,1,0,0,0,0', 'Water2', 'None', NULL, NULL, 17, 33, 'canon'),
(147, 119, 0, 'Seaking', '', 'Seaking ', '', 80, 92, 65, 65, 80, 68, 50, 50, 0, 'Water', 'None', 'Swift Swim', 'Water Veil', 'Lightningrod', 'Goldfish', '13', '390', 60, '5355', 70, '0,2,0,0,0,0', 'Water2', 'None', NULL, NULL, 10, 0, 'canon'),
(148, 120, 0, 'Staryu', '', 'Staryu ', '', 30, 45, 55, 70, 55, 85, 0, 0, 100, 'Water', 'None', 'Illuminate', 'Natural Cure', 'Analytic', 'Star Shape', '8', '345', 225, '5355', 70, '0,0,0,0,0,1', 'Water3', 'None', NULL, NULL, 14, 0, 'canon'),
(149, 121, 0, 'Starmie', '', 'Starmie ', '', 60, 75, 85, 100, 85, 115, 0, 0, 100, 'Water', 'Psychic', 'Illuminate', 'Natural Cure', 'Analytic', 'Mysterious', '11', '800', 60, '5355', 70, '0,0,0,0,0,2', 'Water3', 'None', NULL, NULL, 10, 0, 'canon'),
(150, 122, 0, 'Mr. Mime', '', 'Mr. Mime ', '', 40, 45, 65, 100, 120, 90, 50, 50, 0, 'Psychic', 'Fairy', 'Soundproof', 'Filter', 'Technician', 'Barrier', '13', '545', 45, '6630', 70, '0,0,0,0,2,0', 'Human-like', 'None', NULL, NULL, 9, 0, 'canon'),
(151, 123, 0, 'Scyther', '', 'Scyther ', '', 70, 110, 80, 55, 80, 105, 50, 50, 0, 'Bug', 'Flying', 'Swarm', 'Technician', 'Steadfast', 'Mantis', '15', '560', 45, '6630', 70, '0,1,0,0,0,0', 'Bug', 'None', NULL, NULL, 3, 0, 'canon'),
(152, 124, 0, 'Jynx', '', 'Jynx ', '', 65, 50, 35, 115, 95, 95, 0, 100, 0, 'Ice', 'Psychic', 'Oblivious', 'Forewarn', 'Dry Skin', 'Human Shape', '14', '406', 45, '6630', 70, '0,0,0,2,0,0', 'Human-like', 'None', NULL, NULL, 10, 0, 'canon'),
(153, 125, 0, 'Electabuzz', '', 'Electabuzz ', '', 65, 83, 57, 95, 85, 105, 75, 25, 0, 'Electric', 'None', 'Static', 'None', 'Vital Spirit', 'Electric', '11', '300', 45, '6630', 70, '0,0,0,0,0,2', 'Human-like', 'None', NULL, NULL, 6, 0, 'canon'),
(154, 126, 0, 'Magmar', '', 'Magmar ', '', 65, 95, 57, 100, 85, 93, 75, 25, 0, 'Fire', 'None', 'Flame Body', 'None', 'Vital Spirit', 'Spitfire', '13', '445', 45, '6630', 70, '0,0,0,2,0,0', 'Human-like', 'None', NULL, NULL, 4, 0, 'canon'),
(155, 127, 1, 'Pinsir', '(Mega)', 'Pinsir (Mega)', '', 65, 155, 120, 65, 90, 105, 50, 50, 0, 'Bug', 'Flying', 'Aerilate', 'None', 'None', 'Stag Beetle', '17', '590', 45, '6630', 70, '0,2,0,0,0,0', 'Bug', 'None', NULL, NULL, -14, 0, 'canon'),
(156, 127, 0, 'Pinsir', '', 'Pinsir ', '', 65, 125, 100, 55, 70, 85, 50, 50, 0, 'Bug', 'None', 'Hyper Cutter', 'Mold Breaker', 'Moxie', 'Stag Beetle', '15', '550', 45, '6630', 70, '0,2,0,0,0,0', 'Bug', 'None', NULL, NULL, 7, 0, 'canon'),
(157, 128, 0, 'Tauros', '', 'Tauros ', '', 75, 100, 95, 40, 70, 110, 100, 0, 0, 'Normal', 'None', 'Intimidate', 'Anger Point', 'Sheer Force', 'Wild Bull', '14', '884', 45, '5355', 70, '0,1,0,0,0,1', 'Ground', 'None', NULL, NULL, 6, 0, 'canon'),
(158, 129, 0, 'Magikarp', '', 'Magikarp ', '', 20, 10, 55, 15, 20, 80, 50, 50, 0, 'Water', 'None', 'Swift Swim', 'None', 'Rattled', 'Fish', '9', '100', 255, '1530', 70, '0,0,0,0,0,1', 'Dragon', 'Water2', NULL, NULL, 7, 20, 'canon'),
(159, 130, 1, 'Gyarados', '(Mega)', 'Gyarados (Mega)', '', 95, 155, 109, 70, 130, 81, 50, 50, 0, 'Water', 'Dark', 'Mold Breaker', 'None', 'None', 'Atrocious', '65', '3050', 45, '1530', 70, '0,2,0,0,0,0', 'Dragon', 'Water2', NULL, NULL, -14, 0, 'canon'),
(160, 130, 0, 'Gyarados', '', 'Gyarados ', '', 95, 125, 79, 60, 100, 81, 50, 50, 0, 'Water', 'Flying', 'Intimidate', 'None', 'Moxie', 'Atrocious', '65', '2350', 45, '1530', 70, '0,2,0,0,0,0', 'Dragon', 'Water2', NULL, NULL, -3, 0, 'canon'),
(161, 131, 0, 'Lapras', '', 'Lapras ', '', 130, 85, 80, 85, 95, 60, 50, 50, 0, 'Water', 'Ice', 'Water Absorb', 'Shell Armor', 'Hydration', 'Transport', '25', '2200', 45, '10455', 70, '2,0,0,0,0,0', 'Water1', 'Monster', NULL, NULL, 2, 0, 'canon'),
(162, 132, 0, 'Ditto', '', 'Ditto ', '', 48, 48, 48, 48, 48, 48, 0, 0, 100, 'Normal', 'None', 'Limber', 'None', 'Imposter', 'Transform', '3', '40', 35, '5355', 70, '1,0,0,0,0,0', 'Ditto', 'None', NULL, NULL, 21, 0, 'canon'),
(163, 133, 0, 'Eevee', '', 'Eevee ', '', 55, 55, 50, 45, 65, 55, 88, 12, 0, 'Normal', 'None', 'Run Away', 'Adaptability', 'Anticipation', 'Evolution', '3', '65', 45, '9180', 70, '0,0,0,0,1,0', 'Ground', 'None', NULL, NULL, 15, 0, 'canon'),
(164, 134, 0, 'Vaporeon', '', 'Vaporeon ', '', 130, 65, 60, 110, 95, 65, 88, 12, 0, 'Water', 'None', 'Water Absorb', 'None', 'Hydration', 'Bubble Jet', '10', '290', 45, '9180', 70, '2,0,0,0,0,0', 'Ground', 'None', NULL, NULL, 9, 0, 'canon'),
(165, 135, 0, 'Jolteon', '', 'Jolteon ', '', 65, 65, 60, 110, 95, 130, 88, 12, 0, 'Electric', 'None', 'Volt Absorb', 'None', 'Quick Feet', 'Lightning', '8', '245', 45, '9180', 70, '0,0,0,0,0,2', 'Ground', 'None', NULL, NULL, 12, 0, 'canon'),
(166, 136, 0, 'Flareon', '', 'Flareon ', '', 65, 130, 60, 95, 110, 65, 88, 12, 0, 'Fire', 'None', 'Flash Fire', 'None', 'Guts', 'Flame', '9', '250', 45, '9180', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 10, 0, 'canon'),
(167, 137, 0, 'Porygon', '', 'Porygon ', '', 65, 60, 70, 85, 75, 40, 0, 0, 100, 'Normal', 'None', 'Trace', 'Download', 'Analytic', 'Virtual', '8', '365', 45, '5355', 70, '0,0,0,1,0,0', 'Mineral', 'None', NULL, NULL, 15, 0, 'canon'),
